CODGEO;REG;DEP;LIBGEO;Zone en vigueur depuis le 5 juillet 2024;Reclassement juillet 2024
27307;28;27;Guiseniers;C;Non
27309;28;27;L'Habit;B2;Non
27310;28;27;Hacqueville;B2;Non
27311;28;27;Harcourt;C;Non
27312;28;27;Hardencourt-Cocherel;C;Non
27313;28;27;La Harengère;C;Non
27315;28;27;Harquency;C;Non
27316;28;27;Hauville;C;Non
27317;28;27;La Haye-Aubrée;C;Non
27318;28;27;La Haye-de-Calleville;C;Non
27319;28;27;La Haye-de-Routot;C;Non
27320;28;27;La Haye-du-Theil;C;Non
27321;28;27;La Haye-le-Comte;B2;Non
27322;28;27;La Haye-Malherbe;C;Non
27323;28;27;La Haye-Saint-Sylvestre;C;Non
27324;28;27;Hébécourt;B2;Non
27325;28;27;Hecmanville;C;Non
27326;28;27;Hécourt;B2;Non
27327;28;27;Hectomare;C;Non
27329;28;27;Hennezis;C;Non
27330;28;27;Herqueville;C;Non
27331;28;27;Heubécourt-Haricourt;C;Non
27332;28;27;Heudebouville;C;Non
27333;28;27;Heudicourt;B2;Non
27334;28;27;Heudreville-en-Lieuvin;C;Non
27335;28;27;Heudreville-sur-Eure;C;Non
27336;28;27;La Heunière;C;Non
27337;28;27;Heuqueville;C;Non
27338;28;27;Les Hogues;C;Non
27339;28;27;Hondouville;C;Non
27340;28;27;Honguemare-Guenouville;C;Non
27341;28;27;L'Hosmes;C;Non
27342;28;27;Houetteville;C;Non
27343;28;27;Houlbec-Cocherel;C;Non
27345;28;27;La Houssaye;C;Non
27346;28;27;Houville-en-Vexin;C;Non
27347;28;27;Huest;B2;Non
27348;28;27;Igoville;B1;Non
27349;28;27;Illeville-sur-Montfort;C;Non
27350;28;27;Illiers-l'Évêque;C;Non
27351;28;27;Incarville;B2;Non
27353;28;27;Irreville;B2;Non
27354;28;27;Iville;C;Non
27355;28;27;Ivry-la-Bataille;B2;Non
27358;28;27;Jouy-sur-Eure;C;Non
27359;28;27;Juignettes;C;Non
27360;28;27;Jumelles;C;Non
27361;28;27;La Lande-Saint-Léger;C;Non
27363;28;27;Le Landin;C;Non
27364;28;27;Launay;C;Non
27365;28;27;Léry;B2;Non
27366;28;27;Letteguives;C;Non
27367;28;27;Lieurey;C;Non
27368;28;27;Lignerolles;B2;Non
27369;28;27;Lilly;C;Non
27370;28;27;Lisors;C;Non
27371;28;27;Livet-sur-Authou;C;Non
27372;28;27;Longchamps;B2;Non
27373;28;27;Lorleau;C;Non
27374;28;27;Louversey;C;Non
27375;28;27;Louviers;B1;Non
27376;28;27;Louye;C;Non
27377;28;27;Lyons-la-Forêt;C;Non
27378;28;27;La Madeleine-de-Nonancourt;C;Non
27379;28;27;Mainneville;B2;Non
27380;28;27;Malleville-sur-le-Bec;C;Non
27381;28;27;Malouy;C;Non
27382;28;27;Mandeville;C;Non
27383;28;27;Mandres;C;Non
27384;28;27;Manneville-la-Raoult;B2;Non
27385;28;27;Manneville-sur-Risle;B2;Non
27386;28;27;Le Manoir;B2;Non
27388;28;27;Marais-Vernier;C;Non
27389;28;27;Marbeuf;C;Non
27390;28;27;Marcilly-la-Campagne;C;Non
27391;28;27;Marcilly-sur-Eure;B2;Non
27392;28;27;Martagny;B2;Non
27393;28;27;Martainville;C;Non
27394;28;27;Martot;B1;Non
27395;28;27;Mélicourt;C;Non
27396;28;27;Ménesqueville;C;Non
27397;28;27;Ménilles;C;Non
27398;28;27;Menneval;C;Non
27399;28;27;Mercey;C;Non
27400;28;27;Merey;B2;Non
27401;28;27;Le Mesnil-Fuguet;B2;Non
27403;28;27;Le Mesnil-Jourdain;C;Non
27404;28;27;Mesnil-Rousset;C;Non
27405;28;27;Mesnil-sous-Vienne;B2;Non
27406;28;27;Mesnil-sur-l'Estrée;C;Non
27407;28;27;Mesnil-Verclives;C;Non
27408;28;27;Mézières-en-Vexin;C;Non
27410;28;27;Miserey;B2;Non
27411;28;27;Moisville;C;Non
27412;28;27;Terres de Bord;C;Non
27413;28;27;Montfort-sur-Risle;C;Non
27414;28;27;Montreuil-l'Argillé;C;Non
27415;28;27;Morainville-Jouveaux;C;Non
27417;28;27;Morgny;C;Non
27418;28;27;Morsan;C;Non
27419;28;27;Mouettes;B2;Non
27420;28;27;Mouflaines;B2;Non
27421;28;27;Mousseaux-Neuville;B2;Non
27422;28;27;Muids;C;Non
27423;28;27;Muzy;C;Non
27424;28;27;Nagel-Séez-Mesnil;C;Non
27425;28;27;Nassandres sur Risle;C;Non
27426;28;27;Neaufles-Saint-Martin;B2;Non
27427;28;27;Neaufles-Auvergny;C;Non
27428;28;27;Le Neubourg;C;Non
27429;28;27;Neuilly;B2;Non
27430;28;27;La Neuve-Grange;B2;Non
27431;28;27;La Neuve-Lyre;C;Non
27432;28;27;La Neuville-du-Bosc;C;Non
27433;28;27;Neuville-sur-Authou;C;Non
27434;28;27;Noards;C;Non
27435;28;27;La Noë-Poulain;C;Non
27436;28;27;Nogent-le-Sec;C;Non
27437;28;27;Nojeon-en-Vexin;B2;Non
27438;28;27;Nonancourt;C;Non
27439;28;27;Normanville;B2;Non
27440;28;27;Notre-Dame-de-l'Isle;C;Non
27441;28;27;Notre-Dame-d'Épine;C;Non
27442;28;27;Notre-Dame-du-Hamel;C;Non
27444;28;27;Le Noyer-en-Ouche;C;Non
27445;28;27;Noyers;B2;Non
27446;28;27;Ormes;C;Non
27447;28;27;Le Val-Doré;C;Non
27448;28;27;Pacy-sur-Eure;C;Non
27451;28;27;Parville;B2;Non
27453;28;27;Perriers-sur-Andelle;C;Non
27454;28;27;Perruel;C;Non
27455;28;27;Piencourt;C;Non
27456;28;27;Pinterville;B2;Non
27457;28;27;Piseux;C;Non
27458;28;27;Pîtres;B2;Non
27459;28;27;Les Places;C;Non
27460;28;27;Plainville;C;Non
27462;28;27;Le Planquay;C;Non
27463;28;27;Plasnes;C;Non
27464;28;27;Le Plessis-Grohan;B2;Non
27465;28;27;Le Plessis-Hébert;C;Non
27466;28;27;Le Plessis-Sainte-Opportune;C;Non
27467;28;27;Pont-Audemer;B2;Non
27468;28;27;Pont-Authou;C;Non
27469;28;27;Pont-de-l'Arche;B2;Non
27470;28;27;Pont-Saint-Pierre;C;Non
27471;28;27;Porte-de-Seine;C;Non
27472;28;27;Portes;C;Non
27473;28;27;Port-Mort;C;Non
27474;28;27;Poses;C;Non
27475;28;27;La Poterie-Mathieu;C;Non
27476;28;27;Les Préaux;C;Non
27477;28;27;Pressagny-l'Orgueilleux;C;Non
27478;28;27;Prey;C;Non
27480;28;27;Puchay;B2;Non
27481;28;27;Pullay;C;Non
27482;28;27;La Pyle;C;Non
27483;28;27;Quatremare;C;Non
27485;28;27;Quillebeuf-sur-Seine;C;Non
27486;28;27;Quittebeuf;C;Non
27487;28;27;Radepont;C;Non
27488;28;27;Renneville;C;Non
27489;28;27;Reuilly;B2;Non
27490;28;27;Richeville;B2;Non
27492;28;27;Romilly-la-Puthenaye;C;Non
27493;28;27;Romilly-sur-Andelle;C;Non
27495;28;27;La Roquette;C;Non
27496;28;27;Rosay-sur-Lieure;C;Non
27497;28;27;Rougemontiers;C;Non
27498;28;27;Rouge-Perriers;C;Non
27500;28;27;Routot;C;Non
27501;28;27;Rouvray;C;Non
27502;28;27;Rugles;C;Non
27504;28;27;Sacquenville;B2;Non
27505;28;27;Saint-Agnan-de-Cernières;C;Non
27507;28;27;Saint-André-de-l'Eure;C;Non
27508;28;27;Saint-Antonin-de-Sommaire;C;Non
27511;28;27;Saint-Aubin-d'Écrosville;C;Non
27512;28;27;Saint-Aubin-de-Scellon;C;Non
27514;28;27;Saint-Aubin-du-Thenney;C;Non
27516;28;27;Treis-Sants-en-Ouche;C;Non
27517;28;27;Saint-Aubin-sur-Gaillon;B2;Non
27518;28;27;Saint-Aubin-sur-Quillebeuf;C;Non
27520;28;27;Saint-Benoît-des-Ombres;C;Non
27521;28;27;Saint-Christophe-sur-Avre;C;Non
27522;28;27;Saint-Christophe-sur-Condé;C;Non
27524;28;27;Sainte-Colombe-la-Commanderie;C;Non
27525;28;27;Sainte-Colombe-près-Vernon;C;Non
27527;28;27;Saint-Cyr-de-Salerne;C;Non
27528;28;27;Le Vaudreuil;B2;Non
27529;28;27;Saint-Cyr-la-Campagne;C;Non
27530;28;27;Saint-Denis-d'Augerons;C;Non
27531;28;27;Saint-Denis-des-Monts;C;Non
27533;28;27;Saint-Denis-le-Ferment;B2;Non
27534;28;27;Saint-Didier-des-Bois;C;Non
27535;28;27;Saint-Élier;C;Non
27536;28;27;Saint-Éloi-de-Fourques;C;Non
27537;28;27;Saint-Étienne-du-Vauvray;B2;Non
27538;28;27;Saint-Étienne-l'Allier;C;Non
27539;28;27;Saint-Étienne-sous-Bailleul;C;Non
27540;28;27;Sainte-Geneviève-lès-Gasny;C;Non
27541;28;27;Le Mesnil-Saint-Jean;C;Non
27542;28;27;Saint-Georges-du-Vièvre;C;Non
27543;28;27;Saint-Georges-Motel;C;Non
27544;28;27;Saint-Germain-de-Fresney;C;Non
27545;28;27;Saint-Germain-de-Pasquier;C;Non
27546;28;27;Saint-Germain-des-Angles;B2;Non
27547;28;27;Saint-Germain-la-Campagne;C;Non
27548;28;27;Saint-Germain-sur-Avre;C;Non
27550;28;27;Saint-Grégoire-du-Vièvre;C;Non
27552;28;27;Saint-Jean-du-Thenney;C;Non
27553;28;27;Saint-Julien-de-la-Liègue;C;Non
27554;28;27;La Chapelle-Longueville;B1;Non
27555;28;27;Saint-Laurent-des-Bois;B2;Non
27556;28;27;Saint-Laurent-du-Tencement;C;Non
27557;28;27;Saint-Léger-de-Rôtes;C;Non
27558;28;27;Saint-Léger-du-Gennetey;C;Non
27560;28;27;Saint-Luc;B2;Non
27561;28;27;Saint-Maclou;B2;Non
27562;28;27;Saint-Marcel;B1;Non
27563;28;27;Saint-Mards-de-Blacarville;B2;Non
27564;28;27;Saint-Mards-de-Fresne;C;Non
27565;28;27;Le Lesme;C;Non
27567;28;27;Sainte-Marie-de-Vatimesnil;B2;Non
27568;28;27;Sainte-Marthe;C;Non
27569;28;27;Saint-Martin-du-Tilleul;C;Non
27570;28;27;Saint-Martin-la-Campagne;B2;Non
27571;28;27;Saint-Martin-Saint-Firmin;C;Non
27572;28;27;Saint-Meslin-du-Bosc;C;Non
27576;28;27;Sainte-Opportune-du-Bosc;C;Non
27577;28;27;Sainte-Opportune-la-Mare;C;Non
27578;28;27;Sainte-Marie-d'Attez;C;Non
27579;28;27;Saint-Ouen-de-Pontcheuil;C;Non
27580;28;27;Saint-Ouen-de-Thouberville;C;Non
27582;28;27;Saint-Ouen-du-Tilleul;B1;Non
27584;28;27;Saint-Paul-de-Fourques;C;Non
27586;28;27;Saint-Philbert-sur-Boissey;C;Non
27587;28;27;Saint-Philbert-sur-Risle;C;Non
27589;28;27;Saint-Pierre-de-Bailleul;C;Non
27590;28;27;Saint-Pierre-de-Cernières;C;Non
27591;28;27;Saint-Pierre-de-Cormeilles;C;Non
27592;28;27;Saint-Pierre-de-Salerne;C;Non
27593;28;27;Saint-Pierre-des-Fleurs;C;Non
27594;28;27;Saint-Pierre-des-Ifs;C;Non
27595;28;27;Saint-Pierre-du-Bosguérard;C;Non
27597;28;27;Saint-Pierre-du-Val;B2;Non
27598;28;27;Saint-Pierre-du-Vauvray;B2;Non
27599;28;27;Saint-Pierre-la-Garenne;C;Non
27601;28;27;Saint-Samson-de-la-Roque;C;Non
27602;28;27;Saint-Sébastien-de-Morsent;B2;Non
27603;28;27;Saint-Siméon;C;Non
27604;28;27;Saint-Sulpice-de-Grimbouville;C;Non
27605;28;27;Saint-Sylvestre-de-Cormeilles;C;Non
27606;28;27;Saint-Symphorien;C;Non
27608;28;27;Saint-Victor-de-Chrétienville;C;Non
27609;28;27;Saint-Victor-d'Épine;C;Non
27610;28;27;Saint-Victor-sur-Avre;C;Non
27611;28;27;Saint-Vigor;B2;Non
27612;28;27;Saint-Vincent-des-Bois;C;Non
27613;28;27;Saint-Vincent-du-Boulay;C;Non
27614;28;27;Sancourt;B2;Non
27615;28;27;Sassey;B2;Non
27616;28;27;La Saussaye;C;Non
27617;28;27;Saussay-la-Campagne;C;Non
27618;28;27;Sébécourt;C;Non
27620;28;27;Selles;C;Non
27621;28;27;Serez;B2;Non
27622;28;27;Serquigny;C;Non
27623;28;27;Surtauville;C;Non
27624;28;27;Surville;C;Non
27625;28;27;Suzay;B2;Non
27627;28;27;Le Theil-Nolent;C;Non
27629;28;27;Thiberville;C;Non
27630;28;27;Thibouville;C;Non
27631;28;27;Thierville;C;Non
27632;28;27;Le Thil;B2;Non
27633;28;27;Les Thilliers-en-Vexin;B2;Non
27635;28;27;Le Thuit;C;Non
27638;28;27;Le Thuit de l'Oison;C;Non
27640;28;27;Tilleul-Dame-Agnès;C;Non
27641;28;27;Le Tilleul-Lambert;C;Non
27643;28;27;Tillières-sur-Avre;C;Non
27644;28;27;Tilly;C;Non
27645;28;27;Tocqueville;C;Non
27646;28;27;Le Torpt;B2;Non
27649;28;27;Touffreville;C;Non
27650;28;27;Tournedos-Bois-Hubert;C;Non
27652;28;27;Tourneville;B2;Non
27654;28;27;Tourville-la-Campagne;C;Non
27655;28;27;Tourville-sur-Pont-Audemer;C;Non
27656;28;27;Toutainville;B2;Non
27658;28;27;Le Tremblay-Omonville;C;Non
27659;28;27;La Trinité;B2;Non
27660;28;27;La Trinité-de-Réville;C;Non
27661;28;27;La Trinité-de-Thouberville;C;Non
27662;28;27;Triqueville;C;Non
27663;28;27;Le Troncq;C;Non
27664;28;27;Le Tronquay;C;Non
27665;28;27;Trouville-la-Haule;C;Non
27666;28;27;La Vacherie;C;Non
27667;28;27;Valailles;C;Non
27668;28;27;Le Val-David;B2;Non
27669;28;27;Valletot;C;Non
27670;28;27;Vandrimare;C;Non
27671;28;27;Vannecrocq;C;Non
27672;28;27;Vascuil;C;Non
27673;28;27;Vatteville;C;Non
27674;28;27;Vaux-sur-Eure;C;Non
27676;28;27;Les Trois Lacs;C;Non
27677;28;27;Venon;C;Non
27678;28;27;Les Ventes;B2;Non
27679;28;27;Verneuil d'Avre et d'Iton;C;Non
27680;28;27;Verneusses;C;Non
27681;28;27;Vernon;B1;Non
27682;28;27;Vesly;B2;Non
27683;28;27;Vézillon;C;Non
27684;28;27;Le Vieil-Évreux;B2;Non
27685;28;27;La Vieille-Lyre;C;Non
27686;28;27;Vieux-Port;C;Non
27689;28;27;Villegats;B2;Non
27690;28;27;Villers-en-Vexin;B2;Non
27691;28;27;Villers-sur-le-Roule;B2;Non
27692;28;27;Villettes;C;Non
27693;28;27;Sylvains-Lès-Moulins;C;Non
27694;28;27;Villez-sous-Bailleul;C;Non
27695;28;27;Villez-sur-le-Neubourg;C;Non
27696;28;27;Villiers-en-Désuvre;B2;Non
27697;28;27;Vironvay;C;Non
27698;28;27;Vitot;C;Non
27699;28;27;Voiscreville;C;Non
27700;28;27;Vraiville;C;Non
27701;28;27;Val-de-Reuil;B1;Non
28001;24;28;Abondant;B2;Non
28003;24;28;Allainville;C;Non
28004;24;28;Allonnes;C;Non
28005;24;28;Alluyes;C;Non
28006;24;28;Amilly;C;Non
28007;24;28;Anet;B1;Non
28008;24;28;Ardelles;C;Non
28009;24;28;Ardelu;B2;Non
28010;24;28;Argenvilliers;C;Non
28012;24;28;Vald'Yerre;C;Non
28013;24;28;Aunay-sous-Auneau;B2;Non
28014;24;28;Aunay-sous-Crécy;C;Non
28015;24;28;Auneau-Bleury-Saint-Symphorien;B2;Non
28016;24;28;Les Autels-Villevillon;C;Non
28018;24;28;Authon-du-Perche;C;Non
28019;24;28;Baigneaux;C;Non
28021;24;28;Bailleau-le-Pin;C;Non
28022;24;28;Bailleau-l'Évêque;C;Non
28023;24;28;Bailleau-Armenonville;B2;Non
28024;24;28;Barjouville;B1;Non
28025;24;28;Barmainville;B2;Non
28026;24;28;Baudreville;B2;Non
28027;24;28;La Bazoche-Gouet;C;Non
28028;24;28;Bazoches-en-Dunois;C;Non
28029;24;28;Bazoches-les-Hautes;C;Non
28030;24;28;Beauche;C;Non
28031;24;28;Beaumont-les-Autels;C;Non
28032;24;28;Beauvilliers;C;Non
28033;24;28;Belhomert-Guéhouville;C;Non
28034;24;28;Berchères-Saint-Germain;C;Non
28035;24;28;Berchères-les-Pierres;C;Non
28036;24;28;Berchères-sur-Vesgre;B2;Non
28037;24;28;Bérou-la-Mulotière;C;Non
28038;24;28;Béthonvilliers;C;Non
28039;24;28;Béville-le-Comte;B2;Non
28040;24;28;Billancelles;C;Non
28041;24;28;Blandainville;C;Non
28045;24;28;Boissy-en-Drouais;C;Non
28046;24;28;Boissy-lès-Perche;C;Non
28047;24;28;Boisville-la-Saint-Père;C;Non
28048;24;28;La Bourdinière-Saint-Loup;C;Non
28049;24;28;Boncé;C;Non
28050;24;28;Boncourt;B2;Non
28051;24;28;Bonneval;C;Non
28052;24;28;Bouglainval;B2;Non
28053;24;28;Le Boullay-les-Deux-Églises;C;Non
28054;24;28;Le Boullay-Mivoye;C;Non
28055;24;28;Le Boullay-Thierry;B2;Non
28056;24;28;Boutigny-Prouais;B2;Non
28057;24;28;Bouville;C;Non
28058;24;28;Bréchamps;B2;Non
28059;24;28;Brezolles;C;Non
28060;24;28;Briconville;C;Non
28061;24;28;Brou;C;Non
28062;24;28;Broué;B2;Non
28064;24;28;Bû;B2;Non
28065;24;28;Bullainville;C;Non
28067;24;28;Cernay;C;Non
28068;24;28;Challet;C;Non
28070;24;28;Champhol;B1;Non
28071;24;28;Champrond-en-Gâtine;C;Non
28072;24;28;Champrond-en-Perchet;C;Non
28073;24;28;Champseru;B2;Non
28074;24;28;La Chapelle-d'Aunainville;B2;Non
28075;24;28;La Chapelle-du-Noyer;C;Non
28076;24;28;La Chapelle-Forainvilliers;B2;Non
28077;24;28;La Chapelle-Fortin;C;Non
28078;24;28;Chapelle-Guillaume;C;Non
28079;24;28;Chapelle-Royale;C;Non
28080;24;28;Charbonnières;C;Non
28081;24;28;Charonville;C;Non
28082;24;28;Charpont;B2;Non
28084;24;28;Chartainvilliers;B2;Non
28085;24;28;Chartres;B1;Non
28086;24;28;Chassant;C;Non
28087;24;28;Châtaincourt;C;Non
28088;24;28;Châteaudun;C;Non
28089;24;28;Châteauneuf-en-Thymerais;C;Non
28090;24;28;Les Châtelets;C;Non
28091;24;28;Les Châtelliers-Notre-Dame;C;Non
28092;24;28;Châtenay;B2;Non
28094;24;28;Chaudon;B2;Non
28095;24;28;Chauffours;C;Non
28096;24;28;La Chaussée-d'Ivry;B2;Non
28098;24;28;Cherisy;B2;Non
28099;24;28;Chuisnes;C;Non
28100;24;28;Cintray;C;Non
28102;24;28;Clévilliers;C;Non
28103;24;28;Cloyes-les-Trois-Rivières;C;Non
28104;24;28;Coltainville;C;Non
28105;24;28;Combres;C;Non
28106;24;28;Conie-Molitard;C;Non
28107;24;28;Corancez;C;Non
28108;24;28;Cormainville;C;Non
28109;24;28;Les Corvées-les-Yys;C;Non
28110;24;28;Le Coudray;B1;Non
28111;24;28;Coudray-au-Perche;C;Non
28113;24;28;Coulombs;B2;Non
28114;24;28;Courbehaye;C;Non
28116;24;28;Courville-sur-Eure;C;Non
28117;24;28;Crécy-Couvé;C;Non
28118;24;28;Croisilles;B2;Non
28119;24;28;La Croix-du-Perche;C;Non
28120;24;28;Crucey-Villages;C;Non
28121;24;28;Dambron;C;Non
28122;24;28;Dammarie;C;Non
28123;24;28;Dampierre-sous-Brou;C;Non
28124;24;28;Dampierre-sur-Avre;C;Non
28126;24;28;Dancy;C;Non
28127;24;28;Dangeau;C;Non
28128;24;28;Dangers;C;Non
28129;24;28;Denonville;B2;Non
28130;24;28;Digny;C;Non
28132;24;28;Donnemain-Saint-Mamès;C;Non
28134;24;28;Dreux;B1;Non
28135;24;28;Droue-sur-Drouette;B2;Non
28136;24;28;Écluzelles;B2;Non
28137;24;28;Écrosnes;B2;Non
28139;24;28;Épeautrolles;C;Non
28140;24;28;Épernon;B1;Non
28141;24;28;Ermenonville-la-Grande;C;Non
28142;24;28;Ermenonville-la-Petite;C;Non
28143;24;28;Escorpain;C;Non
28144;24;28;Les Étilleux;C;Non
28146;24;28;Faverolles;B2;Non
28147;24;28;Favières;C;Non
28148;24;28;Le Favril;C;Non
28149;24;28;La Ferté-Vidame;C;Non
28151;24;28;Fessanvilliers-Mattanvilliers;C;Non
28153;24;28;Flacey;C;Non
28154;24;28;Fontaine-la-Guyon;C;Non
28155;24;28;Fontaine-les-Ribouts;C;Non
28156;24;28;Fontaine-Simon;C;Non
28157;24;28;Fontenay-sur-Conie;C;Non
28158;24;28;Fontenay-sur-Eure;C;Non
28159;24;28;La Framboisière;C;Non
28160;24;28;Francourville;C;Non
28161;24;28;Frazé;C;Non
28162;24;28;Fresnay-le-Comte;C;Non
28163;24;28;Fresnay-le-Gilmert;C;Non
28164;24;28;Fresnay-l'Évêque;C;Non
28166;24;28;Friaize;C;Non
28167;24;28;Fruncé;C;Non
28168;24;28;Gallardon;B2;Non
28169;24;28;Garancières-en-Beauce;B2;Non
28170;24;28;Garancières-en-Drouais;C;Non
28171;24;28;Garnay;C;Non
28172;24;28;Gas;B2;Non
28173;24;28;Gasville-Oisème;C;Non
28175;24;28;La Gaudaine;C;Non
28176;24;28;Le Gault-Saint-Denis;C;Non
28177;24;28;Gellainville;C;Non
28178;24;28;Germainville;B2;Non
28180;24;28;Gilles;B2;Non
28182;24;28;Gohory;C;Non
28183;24;28;Gommerville;B2;Non
28184;24;28;Gouillons;B2;Non
28185;24;28;Goussainville;B1;Oui
28187;24;28;Guainville;B2;Non
28188;24;28;Le Gué-de-Longroi;B2;Non
28189;24;28;Guilleville;C;Non
28190;24;28;Guillonville;C;Non
28191;24;28;Hanches;B1;Non
28192;24;28;Happonvilliers;C;Non
28193;24;28;Havelu;B2;Non
28194;24;28;Houville-la-Branche;C;Non
28195;24;28;Houx;B2;Non
28196;24;28;Illiers-Combray;C;Non
28197;24;28;Intréville;B2;Non
28198;24;28;Jallans;C;Non
28199;24;28;Janville-en-Beauce;C;Non
28200;24;28;Jaudrais;C;Non
28201;24;28;Jouy;C;Non
28202;24;28;Lamblore;C;Non
28203;24;28;Landelles;C;Non
28206;24;28;Laons;C;Non
28207;24;28;Léthuin;B2;Non
28208;24;28;Levainville;B2;Non
28209;24;28;Lèves;B1;Non
28210;24;28;Levesville-la-Chenard;B2;Non
28211;24;28;Logron;C;Non
28212;24;28;Loigny-la-Bataille;C;Non
28213;24;28;Lormaye;B2;Non
28214;24;28;La Loupe;C;Non
28215;24;28;Louville-la-Chenard;B2;Non
28216;24;28;Louvilliers-en-Drouais;C;Non
28217;24;28;Louvilliers-lès-Perche;C;Non
28218;24;28;Lucé;B1;Non
28219;24;28;Luigny;C;Non
28220;24;28;Luisant;B1;Non
28221;24;28;Lumeau;C;Non
28222;24;28;Luplanté;C;Non
28223;24;28;Luray;B2;Non
28225;24;28;Magny;C;Non
28226;24;28;Maillebois;C;Non
28227;24;28;Maintenon;B1;Oui
28229;24;28;Mainvilliers;B1;Non
28230;24;28;Maisons;B2;Non
28231;24;28;La Mancelière;C;Non
28232;24;28;Manou;C;Non
28233;24;28;Marboué;C;Non
28234;24;28;Marchéville;C;Non
28235;24;28;Marchezais;B2;Non
28236;24;28;Arcisses;C;Non
28237;24;28;Marolles-les-Buis;C;Non
28239;24;28;Marville-Moutiers-Brûlé;C;Non
28240;24;28;Meaucé;C;Non
28242;24;28;Méréglise;C;Non
28243;24;28;Mérouville;B2;Non
28245;24;28;Meslay-le-Grenet;C;Non
28246;24;28;Meslay-le-Vidame;C;Non
28247;24;28;Le Mesnil-Simon;B2;Non
28248;24;28;Le Mesnil-Thomas;C;Non
28249;24;28;Mévoisins;B2;Non
28251;24;28;Mézières-en-Drouais;B2;Non
28252;24;28;Miermaigne;C;Non
28253;24;28;Mignières;C;Non
28254;24;28;Mittainvilliers-Vérigny;C;Non
28255;24;28;Moinville-la-Jeulin;B2;Non
28256;24;28;Moléans;C;Non
28257;24;28;Mondonville-Saint-Jean;B2;Non
28259;24;28;Montboissier;C;Non
28260;24;28;Montharville;C;Non
28261;24;28;Montigny-le-Chartif;C;Non
28263;24;28;Montigny-sur-Avre;C;Non
28264;24;28;Montireau;C;Non
28265;24;28;Montlandon;C;Non
28267;24;28;Montreuil;C;Non
28268;24;28;Morainville;B2;Non
28269;24;28;Morancez;B1;Non
28270;24;28;Moriers;C;Non
28271;24;28;Morvilliers;C;Non
28272;24;28;Mottereau;C;Non
28273;24;28;Moulhard;C;Non
28274;24;28;Moutiers;C;Non
28275;24;28;Néron;B2;Non
28276;24;28;Neuvy-en-Beauce;B2;Non
28277;24;28;Neuvy-en-Dunois;C;Non
28278;24;28;Nogent-le-Phaye;C;Non
28279;24;28;Nogent-le-Roi;B2;Non
28280;24;28;Nogent-le-Rotrou;C;Non
28281;24;28;Nogent-sur-Eure;C;Non
28282;24;28;Nonvilliers-Grandhoux;C;Non
28283;24;28;Nottonville;C;Non
28284;24;28;Oinville-Saint-Liphard;C;Non
28285;24;28;Oinville-sous-Auneau;B2;Non
28286;24;28;Ollé;C;Non
28287;24;28;Orgères-en-Beauce;C;Non
28289;24;28;Ormoy;B2;Non
28290;24;28;Orrouer;C;Non
28291;24;28;Ouarville;B2;Non
28292;24;28;Ouerre;B2;Non
28293;24;28;Oulins;B2;Non
28294;24;28;Oysonville;B2;Non
28296;24;28;Péronville;C;Non
28298;24;28;Pierres;B2;Non
28299;24;28;Les Pinthières;B2;Non
28300;24;28;Poinville;C;Non
28301;24;28;Poisvilliers;C;Non
28302;24;28;Pontgouin;C;Non
28303;24;28;Poupry;C;Non
28304;24;28;Prasville;C;Non
28305;24;28;Pré-Saint-Évroult;C;Non
28306;24;28;Pré-Saint-Martin;C;Non
28308;24;28;Prudemanche;C;Non
28309;24;28;Prunay-le-Gillon;C;Non
28310;24;28;La Puisaye;C;Non
28312;24;28;Puiseux;C;Non
28313;24;28;Réclainville;C;Non
28314;24;28;Les Ressuintes;C;Non
28315;24;28;Revercourt;C;Non
28316;24;28;Rohaire;C;Non
28317;24;28;Roinville;B2;Non
28319;24;28;Rouvray-Saint-Denis;B2;Non
28321;24;28;Rouvres;B2;Non
28322;24;28;Rueil-la-Gadelière;C;Non
28323;24;28;Saint-Ange-et-Torçay;C;Non
28324;24;28;Saint-Arnoult-des-Bois;C;Non
28325;24;28;Saint-Aubin-des-Bois;C;Non
28326;24;28;Saint-Avit-les-Guespières;C;Non
28327;24;28;Saint-Bomer;C;Non
28329;24;28;Saint-Christophe;C;Non
28330;24;28;Villemaury;C;Non
28331;24;28;Saintigny;C;Non
28332;24;28;Sainte-Gemme-Moronval;B2;Non
28333;24;28;Saint-Denis-des-Puits;C;Non
28334;24;28;Saint-Denis-Lanneray;C;Non
28335;24;28;Saint-Éliph;C;Non
28336;24;28;Saint-Éman;C;Non
28337;24;28;Saint-Georges-sur-Eure;C;Non
28339;24;28;Saint-Germain-le-Gaillard;C;Non
28341;24;28;Saint-Jean-de-Rebervilliers;C;Non
28342;24;28;Saint-Jean-Pierre-Fixte;C;Non
28343;24;28;Saint-Laurent-la-Gâtine;B2;Non
28344;24;28;Saint-Léger-des-Aubées;B2;Non
28346;24;28;Saint-Lubin-de-Cravant;C;Non
28347;24;28;Saint-Lubin-de-la-Haye;B2;Non
28348;24;28;Saint-Lubin-des-Joncherets;C;Non
28349;24;28;Saint-Lucien;B2;Non
28350;24;28;Saint-Luperce;C;Non
28351;24;28;Saint-Maixme-Hauterive;C;Non
28352;24;28;Saint-Martin-de-Nigelles;B2;Non
28353;24;28;Saint-Maur-sur-le-Loir;C;Non
28354;24;28;Saint-Maurice-Saint-Germain;C;Non
