PSDC99;Pop_mun_2006;Zone;REG;POL99;TU99;TAU99
51;56;3;73;4;0;0
183;217;3;73;2;0;7
16;24;3;73;4;0;0
61;91;3;73;4;0;0
328;381;3;73;4;0;0
93;104;3;73;4;0;0
212;240;3;73;2;0;7
28;26;3;73;4;0;0
36;31;3;73;4;0;0
96;104;3;73;2;0;3
194;177;3;73;4;0;0
48;53;3;73;4;0;0
45;36;3;73;4;0;0
464;418;3;73;4;0;0
67;73;3;73;4;0;0
77;81;3;73;4;0;0
29;29;3;73;4;0;0
35;39;3;73;4;0;0
199;206;3;73;4;0;0
101;104;3;73;4;0;0
55;50;3;73;4;0;0
110;113;3;73;4;0;0
147;151;3;73;4;0;0
39;36;3;73;4;0;0
21;30;3;73;4;0;0
10;13;3;73;4;0;0
88;115;3;73;2;0;7
81;100;3;73;4;0;0
804;757;3;73;4;0;0
145;136;3;73;4;0;0
381;408;3;73;3;0;0
45;47;3;73;4;0;0
114;116;3;73;4;0;0
164;155;3;73;4;0;0
252;268;3;73;2;0;7
68;70;3;73;4;0;0
117;135;3;73;2;0;3
291;268;3;73;4;0;0
75;65;3;73;4;0;0
98;96;3;73;4;0;0
127;148;3;73;4;0;0
68;83;3;73;4;0;0
128;165;3;73;2;0;3
1116;1140;3;73;4;3;0
25;36;3;73;4;0;0
118;136;3;73;4;0;0
145;156;3;73;2;0;3
233;261;3;73;4;1;0
22;21;3;73;2;0;3
31;24;3;73;2;0;7
58;68;3;73;4;0;0
217;225;3;73;2;0;7
44;44;3;73;4;0;0
12;15;3;73;4;0;0
78;89;3;73;4;0;0
40;47;3;73;4;0;0
124;149;3;73;4;0;0
368;357;3;73;4;0;0
133;131;3;73;4;0;0
38;42;3;73;4;0;0
40;44;3;73;4;0;0
97;84;3;73;4;0;0
31;43;3;73;4;0;0
580;615;3;73;4;0;0
124;107;3;73;4;0;0
187;220;3;73;2;0;7
210;215;3;73;2;0;7
125;132;3;73;2;0;7
975;1083;3;73;1;5;7
183;217;3;73;4;0;0
104;107;3;73;2;0;7
2778;2665;3;73;2;0;7
120;131;3;73;4;0;0
39;40;3;73;4;0;0
232;233;3;73;4;0;0
185;184;3;73;4;0;0
54;57;3;73;2;0;7
219;290;3;73;2;0;3
107;114;3;73;4;0;0
3506;3760;3;73;2;1;7
241;304;3;73;2;0;3
193;184;3;73;2;0;3
235;258;3;73;4;0;0
161;160;3;73;4;0;0
360;344;3;73;4;0;0
109;99;3;73;4;0;0
175;192;3;73;4;0;0
377;445;3;73;4;0;0
454;486;3;73;2;0;7
217;217;3;73;4;0;0
93;102;3;73;3;0;0
184;245;3;73;4;0;0
64;72;3;73;4;0;0
109;124;3;73;4;0;0
1352;1706;3;73;1;5;7
645;734;3;73;3;1;0
53;58;3;73;4;0;0
133;126;3;73;3;0;0
30;26;3;73;4;0;0
149;154;3;73;4;0;0
507;575;3;73;2;1;7
6137;5824;3;73;4;2;0
149;149;3;73;2;0;7
69;84;3;73;4;0;0
42;41;3;73;4;0;0
381;394;3;73;4;0;0
102;92;3;73;4;0;0
249;287;3;73;4;0;0
301;333;3;73;2;0;7
37;27;3;73;4;0;0
483;489;3;73;4;1;0
148;167;3;73;2;0;7
163;167;3;73;2;0;7
163;191;3;73;2;0;7
390;380;3;73;2;0;3
81;75;3;73;2;0;7
169;172;3;73;4;0;0
158;151;3;73;4;0;0
63;74;3;73;4;0;0
78;94;3;73;2;0;7
88;82;3;73;4;0;0
44;41;3;73;4;0;0
200;199;3;73;4;0;0
378;374;3;73;2;0;3
202;209;3;73;3;0;0
261;279;3;73;4;0;0
42;49;3;73;4;0;0
912;966;3;73;2;1;7
129;145;3;73;2;0;7
15203;15265;3;73;1;3;3
733;730;3;73;4;0;0
91;75;3;73;4;0;0
121;107;3;73;4;0;0
180;159;3;73;4;0;0
171;165;3;73;2;0;3
305;333;3;73;3;0;0
109;107;3;73;4;0;0
182;203;3;73;4;0;0
1098;1070;3;73;4;0;0
536;467;3;73;4;0;0
54;48;3;73;2;0;7
74;63;3;73;2;0;7
195;218;3;73;2;0;7
44;58;3;73;4;0;0
158;183;3;73;2;0;7
303;357;3;73;2;0;7
2412;2514;3;73;4;1;0
138;121;3;73;4;0;0
188;221;3;73;4;0;0
291;288;3;73;4;0;0
101;119;3;73;4;0;0
11;15;3;73;4;0;0
252;246;3;73;4;0;0
69;84;3;73;4;0;0
30;35;3;73;4;0;0
589;620;3;73;1;5;7
163;211;3;73;4;0;0
363;462;3;73;4;0;0
110;104;3;73;4;0;0
36;34;3;73;4;0;0
288;269;3;73;4;0;0
136;129;3;73;4;0;0
724;723;3;73;3;0;0
113;102;3;73;2;0;7
233;216;3;73;4;0;0
47;47;3;73;4;0;0
144;165;3;73;2;0;7
57;50;3;73;4;0;0
92;104;3;73;2;0;7
165;171;3;73;4;0;0
76;98;3;73;4;0;0
235;220;3;73;4;0;0
175;181;3;73;4;0;0
3285;3258;3;73;1;5;7
105;100;3;73;2;0;7
89;93;3;73;2;0;7
204;234;3;73;2;0;3
408;414;3;73;4;0;0
52;38;3;73;4;0;0
113;110;3;73;4;0;0
248;232;3;73;4;0;0
261;300;3;73;3;0;0
1671;1663;3;73;1;5;7
122;121;3;73;3;0;0
74;79;3;73;4;0;0
168;178;3;73;2;0;3
2171;2251;3;73;2;1;7
32;34;3;73;2;0;3
123;124;3;73;2;0;7
25;31;3;73;4;0;0
53;49;3;73;4;0;0
6;6;3;73;2;0;3
1198;1200;3;73;2;0;7
46;47;3;73;2;0;3
187;193;3;73;3;0;0
288;269;3;73;4;0;0
52;71;3;73;4;0;0
69;70;3;73;2;0;3
55;67;3;73;4;0;0
114;120;3;73;2;0;7
57;58;3;73;4;0;0
25;24;3;73;4;0;0
233;268;3;73;2;0;3
84;79;3;73;4;0;0
1260;1284;3;73;4;1;0
442;453;3;73;4;0;0
27;35;3;73;2;0;7
780;797;3;73;2;0;3
119;119;3;73;4;0;0
38;38;3;73;4;0;0
538;612;3;73;2;0;7
1064;1111;3;73;4;3;0
193;194;3;73;4;0;0
579;603;3;73;2;0;7
199;212;3;73;4;0;0
264;238;3;73;4;0;0
1336;1398;3;73;4;0;0
201;188;3;73;4;0;0
176;162;3;73;4;0;0
54;74;3;73;4;0;0
12;9;3;73;4;0;0
106;133;3;73;2;0;7
39;35;3;73;4;0;0
54;62;3;73;4;0;0
176;184;3;73;4;0;0
105;132;3;73;4;0;0
105;99;3;73;4;0;0
115;96;3;73;2;0;3
119;137;3;73;4;0;0
1024;1073;3;73;4;0;0
839;880;3;73;4;0;0
333;386;3;73;3;0;0
27;39;3;73;4;0;0
328;352;3;73;2;0;7
109;88;3;73;4;0;0
232;257;3;73;4;0;0
1257;1253;3;73;3;0;0
353;377;3;73;4;1;0
137;151;3;73;4;0;0
174;220;3;73;4;0;0
80;85;3;73;4;0;0
168;189;3;73;4;0;0
331;414;3;73;2;0;7
8;16;3;73;4;0;0
75;82;3;73;4;0;0
138;152;3;73;4;0;0
58;74;3;73;4;0;0
219;241;3;73;2;0;7
104;107;3;73;4;0;0
689;655;3;73;4;0;0
263;290;3;73;4;0;0
548;568;3;73;2;0;7
60;83;3;73;4;0;0
151;165;3;73;4;0;0
128;112;3;73;4;0;0
96;88;3;73;4;0;0
223;244;3;73;2;0;3
74;75;3;73;4;0;0
4751;5031;3;73;1;5;7
215;239;3;73;4;0;0
105;84;3;73;4;0;0
75;73;3;73;4;0;0
54;53;3;73;2;0;3
223;264;3;73;3;0;0
111;124;3;73;4;0;0
102;92;3;73;4;0;0
387;440;3;73;2;0;7
124;136;3;73;2;0;7
311;297;3;73;4;0;0
58;67;3;73;4;0;0
237;216;3;73;4;0;0
34;36;3;73;2;0;7
110;101;3;73;4;0;0
175;170;3;73;4;0;0
3054;3023;3;73;1;5;7
247;260;3;73;4;1;0
200;265;3;73;2;0;7
145;137;3;73;4;0;0
67;71;3;73;2;0;7
229;266;3;73;2;0;7
46275;45433;3;73;1;5;7
49;71;3;73;4;0;0
160;181;3;73;4;0;0
14;14;3;73;4;0;0
246;247;3;73;4;0;0
211;213;3;73;4;0;0
424;428;3;73;2;0;7
1142;1237;3;73;4;0;0
76;80;3;73;4;0;0
128;111;3;73;4;0;0
30;32;3;73;4;0;0
684;648;3;73;4;3;0
1034;1093;3;73;4;0;0
53;53;3;73;4;0;0
74;81;3;73;4;0;0
408;448;3;73;4;0;0
242;271;3;73;4;0;0
73;75;3;73;2;0;7
24;33;3;73;4;0;0
96;109;3;73;4;0;0
4788;5092;3;73;4;1;0
74;89;3;73;4;0;0
262;259;3;73;4;0;0
103;79;3;73;4;0;0
422;478;3;73;2;0;7
343;357;3;73;4;0;0
51;75;3;73;4;0;0
74;81;3;73;4;0;0
46;50;3;73;4;0;0
33;31;3;73;4;0;0
87;119;3;73;2;0;3
189;201;3;73;4;0;0
85;82;3;73;4;0;0
291;320;3;73;4;1;0
113;96;3;73;4;0;0
58;63;3;73;4;0;0
52;58;3;73;4;0;0
43;60;3;73;2;0;7
41;44;3;73;4;0;0
309;331;3;73;2;0;7
33;29;3;73;4;0;0
258;238;3;73;4;0;0
438;437;3;73;4;0;0
69;69;3;91;4;0;0
2318;2780;3;91;2;1;8
3475;3656;3;91;4;1;0
590;568;3;91;4;0;0
549;632;3;91;4;0;0
198;181;3;91;4;0;0
95;103;3;91;4;0;0
9069;9928;3;91;4;2;0
2700;2718;3;91;4;0;0
46;45;3;91;4;0;0
3328;3723;3;91;2;1;8
2490;2874;2;91;1;6;8
58;87;3;91;4;0;0
2217;2396;3;91;2;1;8
1007;1136;3;91;2;0;8
4532;4632;3;91;4;1;0
3514;4033;3;91;4;3;0
61;99;3;91;4;0;0
215;214;3;91;4;0;0
730;808;3;91;4;0;0
6944;7125;3;91;1;6;8
73;56;3;91;4;0;0
643;760;3;91;4;0;0
4428;5066;3;91;4;1;0
1166;1262;3;91;4;1;0
630;965;3;91;2;0;8
622;756;3;91;4;0;0
8259;8360;2;91;1;6;8
95;103;3;91;2;0;8
185;214;3;91;2;0;8
42;57;3;91;2;0;8
396;438;3;91;2;0;8
106;106;3;91;4;0;0
35;41;3;91;4;0;0
58;50;3;91;4;0;0
10182;11702;3;91;2;3;8
4349;4771;3;91;1;6;8
165;142;3;91;4;0;0
34;35;3;91;4;0;0
430;642;3;91;2;0;8
199;228;3;91;4;0;0
130;126;3;91;4;0;0
331;366;3;91;2;0;8
639;687;3;91;4;2;0
598;573;3;91;4;0;0
6;11;3;91;4;0;0
1487;1551;3;91;4;0;0
7291;7568;3;91;4;2;0
2625;3365;3;91;2;1;8
161;233;3;91;4;0;0
359;387;3;91;4;2;0
2763;2937;3;91;4;2;0
45;51;3;91;4;0;0
543;595;3;91;2;0;8
844;951;3;91;2;0;8
426;467;3;91;4;0;0
1407;1686;3;91;2;0;8
1505;1938;3;91;2;0;8
204;198;3;91;4;0;0
134;118;3;91;4;0;0
219;184;3;91;4;0;0
219;240;3;91;4;0;0
494;462;3;91;4;0;0
6410;7325;3;91;4;3;0
621;623;3;91;4;0;0
551;613;3;91;4;0;0
84;87;3;91;4;0;0
2463;2883;3;91;2;1;8
125;175;3;91;4;0;0
1941;1906;3;91;4;0;0
409;492;3;91;4;0;0
134;152;3;91;4;0;0
375;398;3;91;4;0;0
127;164;3;91;4;0;0
57;60;3;91;4;0;0
66;82;3;91;4;0;0
141;150;3;91;4;0;0
135;146;3;91;4;0;0
123;118;3;91;4;0;0
91;107;3;91;4;0;0
434;435;3;91;4;0;0
39;40;3;91;4;0;0
761;958;3;91;2;0;8
329;360;3;91;4;0;0
23;21;3;91;4;0;0
4993;5211;3;91;4;2;0
146;205;3;91;4;0;0
43;60;3;91;4;0;0
44;61;3;91;4;0;0
76;97;3;91;4;0;0
1909;1941;3;91;4;2;0
1711;2001;3;91;4;3;0
367;386;3;91;4;0;0
885;1056;3;91;4;0;0
133;144;3;91;4;0;0
263;288;3;91;4;0;0
270;316;3;91;2;0;8
133;148;3;91;4;0;0
1734;1792;3;91;2;2;8
17;21;3;91;4;0;0
397;527;3;91;4;0;0
562;641;3;91;4;0;0
242;290;3;91;4;0;0
2281;2546;3;91;4;0;0
850;901;3;91;4;0;0
3452;3766;3;91;2;1;8
207;211;3;91;4;0;0
120;139;3;91;4;0;0
188;202;3;91;2;0;8
145;196;3;91;4;0;0
1375;1559;3;91;2;0;8
824;1137;3;91;4;0;0
221;202;3;91;4;0;0
270;292;3;91;4;0;0
244;299;3;91;4;0;0
293;302;3;91;4;0;0
63;70;3;91;4;0;0
789;943;3;91;2;0;8
62;70;3;91;4;0;0
108;180;3;91;4;0;0
2003;1995;3;91;4;0;0
345;407;3;91;4;0;0
268;274;3;91;4;0;0
595;733;3;91;2;0;8
15;15;3;91;4;0;0
1093;1261;3;91;2;0;8
1282;1467;3;91;4;0;0
424;558;3;91;4;0;0
2117;2545;3;91;4;0;0
569;671;3;91;2;0;8
105115;115326;2;91;1;6;8
620;574;3;91;4;0;0
1430;1372;2;91;1;6;8
50;48;3;91;4;0;0
2754;3052;3;91;2;1;8
5120;6882;2;91;1;6;8
27;44;3;91;4;0;0
99;96;3;91;4;0;0
3623;3884;3;91;2;1;8
1827;2540;3;91;2;0;8
98;130;3;91;4;0;0
147;127;3;91;4;0;0
5881;4478;3;91;4;2;0
5800;6221;3;91;4;2;0
1080;1141;3;91;4;0;0
58;71;3;91;4;0;0
69;96;3;91;4;0;0
68;59;3;91;4;0;0
101;98;3;91;4;0;0
107;117;3;91;4;0;0
85;102;3;91;4;0;0
16;11;3;91;4;0;0
168;139;3;91;4;0;0
31;41;3;91;4;0;0
1203;1266;3;91;4;0;0
1126;1169;3;91;4;2;0
219;307;3;91;4;0;0
7940;8610;2;91;1;6;8
509;586;3;91;4;0;0
347;359;3;91;4;0;0
820;984;3;91;4;0;0
2519;2712;3;91;4;1;0
82;116;3;91;4;0;0
101;115;3;91;2;2;8
8573;10140;3;91;4;3;0
9810;10956;2;91;1;6;8
654;718;3;91;2;0;8
2160;2366;3;91;2;0;8
2419;2737;3;91;4;0;0
1849;2269;3;91;2;0;8
469;631;3;91;2;0;8
1775;1938;3;91;4;2;0
1218;1299;3;91;4;0;0
7932;8440;3;91;4;3;0
140;142;3;91;4;0;0
3452;3842;3;91;2;1;8
85;101;3;91;4;0;0
47;53;3;91;4;0;0
269;300;3;91;4;2;0
2380;2319;3;91;2;1;8
1858;1920;3;91;4;0;0
213;233;3;91;4;0;0
3879;4320;3;91;2;1;8
2513;2781;3;91;2;1;8
7;17;3;91;4;0;0
107;81;3;91;4;0;0
233;225;3;91;4;0;0
238;262;3;91;4;0;0
5825;6524;3;91;1;6;8
2699;2926;3;91;4;2;0
27;35;3;91;4;0;0
367;414;3;91;4;0;0
83;81;3;91;4;0;0
38;55;3;91;4;0;0
203;198;3;91;4;0;0
45;50;3;91;4;0;0
307;316;3;91;4;0;0
851;897;3;91;4;0;0
84;86;3;91;4;0;0
528;605;3;91;2;0;8
1252;1334;3;91;2;0;8
41;36;3;91;4;0;0
7257;7399;3;91;2;2;8
145;168;3;91;2;0;8
2072;3025;3;91;4;3;0
5396;5701;2;91;1;6;8
637;742;3;91;2;0;8
76;107;3;91;4;0;0
54;60;3;91;4;0;0
1424;1538;3;91;2;0;8
308;329;3;91;4;0;0
28;57;3;91;4;0;0
49;40;3;91;4;0;0
18;27;3;91;4;0;0
1440;1488;3;91;4;0;0
225;237;3;91;4;0;0
2461;2856;3;91;2;1;8
1069;1300;3;91;4;2;0
922;1124;3;91;2;0;8
3625;3767;3;91;2;1;8
1052;1292;3;91;2;0;8
1666;1833;3;91;4;0;0
469;553;3;91;4;0;0
29;33;3;91;4;0;0
128;159;3;91;4;0;0
84;81;3;91;4;0;0
2183;2224;2;42;1;7;9
459;393;3;42;4;0;0
457;473;3;42;3;0;0
453;495;3;42;2;0;9
746;739;3;42;2;0;9
215;217;3;42;3;0;0
1100;1170;3;42;2;0;9
399;411;3;42;4;0;0
1654;1844;3;42;3;0;0
728;855;3;42;3;0;0
590;692;3;42;3;0;0
230;264;3;42;4;0;0
731;823;3;42;3;0;0
657;746;3;42;2;0;9
305;300;3;42;4;0;0
602;657;3;42;2;0;9
924;1060;3;42;3;0;0
873;906;3;42;4;3;0
5892;6599;3;42;3;2;0
232;264;3;42;4;0;0
826;928;3;42;2;0;6
1790;1881;3;42;3;0;0
133;129;3;42;4;0;0
147;156;3;42;4;0;0
4878;5260;3;42;2;2;9
405;397;3;42;4;0;0
517;600;3;42;2;0;9
1220;1387;3;42;1;3;1
199;194;3;42;3;0;0
510;517;3;42;2;0;9
1919;2053;3;42;2;0;9
357;365;3;42;3;0;0
332;337;3;42;4;0;0
372;363;3;42;3;0;0
279;267;3;42;2;0;9
387;426;3;42;2;0;9
750;846;3;42;3;0;0
253;281;3;42;3;0;0
16763;17827;2;42;1;7;9
240;273;3;42;4;0;0
2768;3079;3;42;3;1;0
11596;12830;3;42;1;5;6
157;146;3;42;4;0;0
416;454;3;42;3;2;0
1369;1308;3;42;2;0;9
31;29;3;42;4;0;0
288;293;3;42;4;0;0
2107;2338;3;42;3;0;0
272;296;3;42;3;0;0
431;418;3;42;2;0;9
1030;1182;3;42;2;0;9
448;561;3;42;3;0;0
179;174;3;42;3;0;0
279;375;3;42;2;0;9
376;443;3;42;4;0;0
409;474;3;42;3;0;0
3683;4009;3;42;4;1;0
258;270;3;42;3;0;0
652;695;3;42;4;0;0
1090;1218;3;42;2;0;9
2687;2710;3;42;4;3;0
8930;9737;3;42;2;2;9
170;201;3;42;2;0;9
508;514;3;42;3;0;0
309;319;3;42;4;0;0
415;441;3;42;4;0;0
678;670;3;42;4;0;0
3373;3810;3;42;3;1;0
636;673;3;42;3;0;0
516;518;3;42;3;0;0
455;474;3;42;4;0;0
513;549;3;42;2;0;9
184;195;3;42;2;0;9
173;162;3;42;3;0;0
1271;1439;3;42;2;0;9
582;649;3;42;2;0;9
874;962;3;42;3;0;0
729;755;3;42;3;0;0
1973;1930;3;42;4;0;0
603;624;3;42;2;0;9
367;370;3;42;2;0;9
1424;1427;3;42;2;0;6
388;386;3;42;4;0;0
2584;2637;3;42;3;1;0
540;569;3;42;2;0;9
347;333;3;42;4;0;0
582;628;3;42;3;0;0
361;348;3;42;3;0;0
226;244;3;42;3;0;0
1654;1642;3;42;4;0;0
278;317;3;42;3;0;0
1070;1284;3;42;2;1;9
1340;1316;3;42;3;2;0
298;300;3;42;4;0;0
217;257;3;42;2;0;9
2167;2378;3;42;1;3;1
180;210;3;42;2;0;9
1069;1094;3;42;3;0;0
862;963;3;42;3;0;0
1468;1453;3;42;4;0;0
4723;5046;3;42;3;1;0
544;587;3;42;2;0;9
1494;1552;3;42;2;0;9
590;598;3;42;2;0;9
1001;1051;3;42;3;0;0
394;400;3;42;4;0;0
2395;2765;3;42;2;1;9
373;387;3;42;3;0;0
1854;1952;3;42;3;0;0
435;470;3;42;3;0;0
452;475;3;42;1;3;2
5937;6347;3;42;1;7;9
1266;1425;3;42;2;0;9
410;499;3;42;3;0;0
679;781;3;42;3;0;0
1182;1361;3;42;2;0;9
432;450;3;42;3;0;0
1855;1827;3;42;2;0;9
1947;2113;3;42;3;0;0
212;242;3;42;4;0;0
937;1023;3;42;2;0;9
1688;1580;3;42;2;0;9
593;600;3;42;3;0;0
9664;9592;3;42;2;3;9
4410;4758;2;42;2;3;9
951;920;3;42;3;0;0
499;484;3;42;4;0;0
183;165;3;42;4;0;0
700;797;3;42;2;0;9
239;264;3;42;4;0;0
4533;5104;2;42;2;3;9
415;451;3;42;2;0;9
393;459;3;42;2;0;9
591;683;3;42;3;0;0
577;529;3;42;3;0;0
239;288;3;42;3;0;0
568;597;3;42;4;0;0
303;340;3;42;4;0;0
211;231;3;42;2;0;9
494;638;3;42;2;0;9
564;516;3;42;3;0;0
208;189;3;42;4;0;0
341;373;3;42;3;0;0
1006;1127;3;42;2;0;9
3858;4312;3;42;2;1;9
7031;7073;2;42;1;7;9
190;210;3;42;2;0;9
2785;2937;3;42;2;1;9
868;897;3;42;3;2;0
2243;2273;3;42;2;1;9
310;317;3;42;2;0;9
206;239;3;42;2;0;4
984;1098;3;42;3;0;0
352;373;3;42;1;3;2
301;338;3;42;3;0;0
380;465;3;42;2;0;9
733;778;3;42;3;0;0
369;383;3;42;4;0;0
189;182;3;42;2;0;9
1127;1207;3;42;3;0;0
1287;1443;3;42;3;2;0
2688;2754;3;42;3;1;0
1722;1904;3;42;2;0;9
1154;1140;3;42;2;1;9
1226;1227;3;42;3;0;0
3490;3462;3;42;1;3;1
683;688;3;42;3;0;0
233;297;3;42;4;0;0
627;636;3;42;3;0;0
32242;34891;3;42;1;5;6
269;303;3;42;2;1;9
1299;1476;3;42;2;0;9
847;842;3;42;4;0;0
1789;1940;3;42;3;0;0
681;632;3;42;3;0;0
328;390;3;42;2;0;6
359;473;3;42;3;0;0
562;618;3;42;3;0;0
861;974;3;42;3;2;0
167;174;3;42;2;0;9
1832;1914;3;42;3;0;0
765;793;3;42;2;0;9
4198;4509;3;42;2;1;9
464;518;3;42;3;0;0
1980;2362;3;42;3;0;0
1369;1363;3;42;2;0;9
106;115;3;42;4;0;0
72;91;3;42;4;0;0
770;775;3;42;2;0;9
340;313;3;42;4;0;0
2944;3036;3;42;2;1;9
241;326;3;42;2;0;9
10726;10616;3;42;1;7;9
4123;4379;3;42;2;1;9
1103;1216;3;42;3;0;0
231;215;3;42;2;0;9
480;517;3;42;2;0;9
271;260;3;42;2;0;9
386;469;3;42;4;0;0
2750;2974;2;42;2;1;9
671;669;3;42;3;0;0
450;496;3;42;2;1;9
445;406;3;42;2;0;9
2094;2460;3;42;2;2;9
282;292;3;42;2;0;9
23815;26368;3;42;1;7;9
301;360;3;42;2;0;9
269;285;3;42;3;0;0
3847;3988;3;42;4;1;0
1015;1027;3;42;2;0;9
89;94;3;42;2;0;9
1904;2171;3;42;2;1;9
270;275;3;42;4;0;0
606;687;3;42;2;0;9
170;176;3;42;2;0;9
1897;2106;3;42;1;5;6
209;209;3;42;3;0;0
206;219;3;42;3;0;0
1121;1277;3;42;2;0;9
1438;1506;3;42;4;0;0
331;405;3;42;3;0;0
519;569;3;42;2;0;9
1923;2270;3;42;2;0;9
543;560;3;42;3;0;0
1493;1509;3;42;3;0;0
513;543;3;42;2;0;9
151;171;3;42;4;0;0
505;511;3;42;3;0;0
117;130;3;42;2;0;9
173;193;3;42;2;0;9
842;1049;3;42;3;0;0
765;830;3;42;2;0;9
1590;1591;3;42;2;0;9
153;192;3;42;2;2;9
615;706;3;42;2;0;9
884;917;3;42;3;1;0
631;650;3;42;2;0;9
783;830;3;42;3;0;0
390;439;3;42;4;0;0
2949;3058;2;42;1;7;9
644;695;3;42;3;0;0
131;180;3;42;2;0;9
901;969;3;42;3;0;0
275;295;3;42;2;0;6
2269;2191;3;42;3;1;0
1689;1724;3;42;3;0;0
788;838;3;42;3;0;0
510;551;3;42;4;0;0
579;583;3;42;2;0;9
16860;16784;2;42;1;7;9
2268;2479;2;42;2;3;9
220;269;3;42;3;0;0
260;323;3;42;2;0;9
496;586;3;42;3;0;0
345;372;3;42;3;0;0
522;512;3;42;4;0;0
265;211;3;42;4;0;0
754;770;3;42;2;0;9
1544;1813;3;42;4;3;0
654;674;3;42;3;0;0
612;613;3;42;4;0;0
170;173;3;42;2;0;9
776;825;3;42;4;0;0
3614;4130;3;42;4;1;0
3365;3477;3;42;2;1;9
2436;2657;3;42;3;1;0
1133;1377;3;42;2;0;9
1302;1362;3;42;2;0;9
534;581;3;42;2;0;9
317;322;3;42;3;0;0
505;510;3;42;4;1;0
828;867;3;42;3;0;0
3507;3497;3;42;3;1;0
554;617;3;42;3;0;0
510;606;3;42;2;0;9
617;665;3;42;3;0;0
1680;1775;2;42;1;7;9
509;550;3;42;2;0;9
390;490;3;42;2;0;9
765;933;3;42;3;0;0
9335;9382;3;42;1;3;1
1751;1803;3;42;2;0;9
1800;2076;3;42;1;3;2
522;567;3;42;3;0;0
459;551;3;42;2;0;9
1933;2015;3;42;3;0;0
611;630;3;42;4;3;0
376;411;3;42;3;0;0
692;725;3;42;3;0;0
5270;5050;2;42;1;7;9
1084;1088;3;42;3;0;0
1719;1877;3;42;3;0;0
385;419;3;42;2;0;9
5584;5898;3;42;3;2;0
624;599;3;42;4;0;0
623;656;3;42;3;0;0
561;661;3;42;3;0;0
274;344;3;42;3;0;0
620;620;3;42;4;0;0
375;398;3;42;4;0;0
1146;1145;3;42;3;0;0
4319;4387;3;42;1;3;1
1182;1414;3;42;3;1;0
1380;1352;2;42;1;7;9
863;900;3;42;3;0;0
691;729;3;42;3;2;0
1238;1243;3;42;3;0;0
846;871;3;42;3;0;0
1268;1248;3;42;2;0;6
272;258;3;42;4;0;0
155;134;3;42;4;0;0
732;785;3;42;2;0;9
1422;1537;3;42;2;0;9
417;452;3;42;4;0;0
1214;1352;3;42;2;0;9
3727;3940;3;42;3;1;0
1424;1506;3;42;3;0;0
333;345;3;42;3;0;0
1505;1740;3;42;3;1;0
4518;4397;3;42;1;7;9
279;306;3;42;3;0;0
2944;3101;3;42;1;5;6
459;512;3;42;3;0;0
1436;1526;3;42;3;0;0
10471;11009;3;42;1;3;1
449;480;3;42;3;0;0
2088;2137;3;42;1;7;9
1672;1752;3;42;3;0;0
398;383;3;42;3;0;0
184;225;3;42;4;0;0
399;453;3;42;2;0;9
1256;1228;3;42;3;0;0
1886;2026;3;42;2;0;9
852;821;3;42;3;0;0
1263;1331;3;42;2;0;6
721;825;3;42;3;0;0
477;486;3;42;2;0;9
535;564;3;42;3;0;0
683;791;3;42;2;0;9
946;955;3;42;2;0;9
10761;10666;2;42;1;7;9
786;745;3;42;1;3;2
1177;1314;3;42;1;3;2
1513;1622;3;42;3;0;0
220;217;3;42;4;0;0
694;709;3;42;4;0;0
612;605;3;42;4;0;0
2468;2663;3;42;3;2;0
309;283;3;42;4;0;0
752;787;3;42;2;0;9
1171;1267;3;42;2;1;9
795;927;3;42;4;0;0
3634;3651;2;42;2;1;9
869;938;3;42;3;0;0
211;213;3;42;3;0;0
346;343;3;42;4;0;0
710;750;3;42;2;0;9
143;157;3;42;2;0;9
293;337;3;42;4;0;0
271;253;3;42;4;0;0
187;209;3;42;4;0;0
293;306;3;42;3;0;0
5183;5612;3;42;1;3;1
4882;4558;2;42;1;7;9
402;444;3;42;2;0;9
933;960;3;42;4;0;0
253;244;3;42;3;0;0
303;326;3;42;3;0;0
170;192;3;42;4;0;0
2348;2580;3;42;2;1;9
302;355;3;42;3;0;0
1061;1125;3;42;3;0;0
258;262;3;42;4;0;0
78;83;3;42;3;0;0
359;407;3;42;3;0;0
897;931;3;42;3;0;0
1905;2078;3;42;3;0;0
269;277;3;42;2;0;9
1448;1591;3;42;3;0;0
1194;1303;3;42;2;0;9
942;941;3;42;3;0;0
616;697;3;42;3;0;0
4548;4708;3;42;3;1;0
708;785;3;42;2;0;9
566;569;3;42;4;0;0
1557;1572;3;42;4;3;0
510;490;3;42;3;0;0
414;484;3;42;2;0;1
292;322;3;42;2;0;9
976;1013;3;42;3;0;0
1182;1219;3;42;4;3;0
853;930;3;42;4;0;0
479;567;3;42;3;0;0
478;489;3;42;2;0;9
252;231;3;42;4;0;0
598;592;3;42;1;3;2
303;336;3;42;4;0;0
332;370;3;42;4;0;0
479;460;3;42;3;0;0
532;598;3;42;3;0;0
606;697;3;42;3;0;0
165;208;3;42;2;0;9
517;579;3;42;3;0;0
1073;1137;3;42;2;0;9
3356;3185;3;42;4;1;0
1013;953;3;42;4;1;0
457;518;3;42;4;0;0
11201;11907;3;42;1;3;2
706;794;3;42;2;3;9
349;383;3;42;2;0;9
460;523;3;42;3;0;0
282;302;3;42;3;0;0
992;1085;3;42;2;0;9
