CODGEO,LIBCOM_2014,REG,DEP,Zonage
85176,Pissotte,52,85,3
85177,Le Poiré-sur-Velluire,52,85,3
85178,Le Poiré-sur-Vie,52,85,3
85179,Poiroux,52,85,3
85180,La Pommeraie-sur-Sèvre,52,85,3
85181,Pouillé,52,85,3
85182,Pouzauges,52,85,3
85184,Puy-de-Serre,52,85,3
85185,Puyravault,52,85,3
85186,La Rabatelière,52,85,3
85187,Réaumur,52,85,3
85188,La Réorthe,52,85,3
85189,Notre-Dame-de-Riez,52,85,3
85190,Rocheservière,52,85,3
85191,La Roche-sur-Yon,52,85,3
85192,Rochetrejoux,52,85,3
85193,Rosnay,52,85,3
85194,Les Sables-d'Olonne,52,85,3
85196,Saint-André-Goule-d'Oie,52,85,3
85197,Saint-André-Treize-Voies,52,85,3
85198,Saint-Aubin-des-Ormeaux,52,85,3
85199,Saint-Aubin-la-Plaine,52,85,3
85200,Saint-Avaugourd-des-Landes,52,85,3
85201,Saint-Benoist-sur-Mer,52,85,3
85202,Sainte-Cécile,52,85,3
85204,Saint-Christophe-du-Ligneron,52,85,3
85205,Saint-Cyr-des-Gâts,52,85,3
85206,Saint-Cyr-en-Talmondais,52,85,3
85207,Saint-Denis-du-Payré,52,85,3
85208,Saint-Denis-la-Chevasse,52,85,3
85209,Saint-Étienne-de-Brillouet,52,85,3
85210,Saint-Étienne-du-Bois,52,85,3
85211,Sainte-Flaive-des-Loups,52,85,3
85212,Sainte-Florence,52,85,3
85213,Saint-Florent-des-Bois,52,85,3
85214,Sainte-Foy,52,85,3
85215,Saint-Fulgent,52,85,3
85216,Sainte-Gemme-la-Plaine,52,85,3
85217,Saint-Georges-de-Montaigu,52,85,3
85218,Saint-Georges-de-Pointindoux,52,85,3
85219,Saint-Germain-l'Aiguiller,52,85,3
85220,Saint-Germain-de-Prinçay,52,85,3
85221,Saint-Gervais,52,85,3
85222,Saint-Gilles-Croix-de-Vie,52,85,3
85223,Sainte-Hermine,52,85,3
85224,Saint-Hilaire-de-Loulay,52,85,3
85226,Saint-Hilaire-de-Riez,52,85,3
85227,Saint-Hilaire-des-Loges,52,85,3
85229,Saint-Hilaire-de-Voust,52,85,3
85231,Saint-Hilaire-la-Forêt,52,85,3
85232,Saint-Hilaire-le-Vouhis,52,85,3
85233,Saint-Jean-de-Beugné,52,85,3
85234,Saint-Jean-de-Monts,52,85,3
85235,Saint-Juire-Champgillon,52,85,3
85236,Saint-Julien-des-Landes,52,85,3
85237,Saint-Laurent-de-la-Salle,52,85,3
85238,Saint-Laurent-sur-Sèvre,52,85,3
85239,Saint-Maixent-sur-Vie,52,85,3
85240,Saint-Malô-du-Bois,52,85,3
85242,Saint-Mars-la-Réorthe,52,85,3
85243,Brem-sur-Mer,52,85,3
85244,Saint-Martin-de-Fraigneau,52,85,3
85245,Saint-Martin-des-Fontaines,52,85,3
85246,Saint-Martin-des-Noyers,52,85,3
85247,Saint-Martin-des-Tilleuls,52,85,3
85248,Saint-Martin-Lars-en-Sainte-Hermine,52,85,3
85250,Saint-Mathurin,52,85,3
85251,Saint-Maurice-des-Noues,52,85,3
85252,Saint-Maurice-le-Girard,52,85,3
85254,Saint-Mesmin,52,85,3
85255,Saint-Michel-en-l'Herm,52,85,3
85256,Saint-Michel-le-Cloucq,52,85,3
85257,Saint-Michel-Mont-Mercure,52,85,3
85259,Saint-Paul-en-Pareds,52,85,3
85260,Saint-Paul-Mont-Penit,52,85,3
85261,Sainte-Pexine,52,85,3
85262,Saint-Philbert-de-Bouaine,52,85,3
85264,Saint-Pierre-du-Chemin,52,85,3
85265,Saint-Pierre-le-Vieux,52,85,3
85266,Saint-Prouant,52,85,3
85267,Sainte-Radégonde-des-Noyers,52,85,3
85268,Saint-Révérend,52,85,3
85269,Saint-Sigismond,52,85,3
85271,Saint-Sulpice-en-Pareds,52,85,3
85272,Saint-Sulpice-le-Verdon,52,85,3
85273,Saint-Urbain,52,85,3
85274,Saint-Valérien,52,85,3
85276,Saint-Vincent-Sterlanges,52,85,3
85277,Saint-Vincent-sur-Graon,52,85,3
85278,Saint-Vincent-sur-Jard,52,85,3
85279,Saligny,52,85,3
85280,Sallertaine,52,85,3
85281,Sérigné,52,85,3
85282,Sigournais,52,85,3
85284,Soullans,52,85,3
85285,Le Tablier,52,85,3
85286,La Taillée,52,85,3
85287,Tallud-Sainte-Gemme,52,85,3
85288,Talmont-Saint-Hilaire,52,85,3
85289,La Tardière,52,85,3
85290,Thiré,52,85,3
85291,Thorigny,52,85,3
85292,Thouarsais-Bouildroux,52,85,3
85293,Tiffauges,52,85,3
85294,La Tranche-sur-Mer,52,85,3
85295,Treize-Septiers,52,85,3
85296,Treize-Vents,52,85,3
85297,Triaize,52,85,3
85298,Vairé,52,85,3
85299,Velluire,52,85,3
85300,Venansault,52,85,3
85301,Vendrennes,52,85,3
85302,La Verrie,52,85,3
85303,Vix,52,85,3
85304,Vouillé-les-Marais,52,85,3
85305,Vouvant,52,85,3
85306,Xanton-Chassenon,52,85,3
85307,La Faute-sur-Mer,52,85,3
86001,Adriers,54,86,3
86002,Amberre,54,86,3
86003,Anché,54,86,3
86004,Angles-sur-l'Anglin,54,86,3
86005,Angliers,54,86,3
86006,Antigny,54,86,3
86007,Antran,54,86,3
86008,Arçay,54,86,3
86009,Archigny,54,86,3
86010,Aslonnes,54,86,3
86011,Asnières-sur-Blour,54,86,3
86012,Asnois,54,86,3
86013,Aulnay,54,86,3
86014,Availles-en-Châtellerault,54,86,3
86015,Availles-Limouzine,54,86,3
86016,Avanton,54,86,3
86017,Ayron,54,86,3
86018,Basses,54,86,3
86019,Beaumont,54,86,3
86020,Bellefonds,54,86,3
86021,Benassay,54,86,3
86022,Berrie,54,86,3
86023,Berthegon,54,86,3
86024,Béruges,54,86,3
86025,Béthines,54,86,3
86026,Beuxes,54,86,3
86027,Biard,54,86,2
86028,Bignoux,54,86,3
86029,Blanzay,54,86,3
86030,Blaslay,54,86,3
86031,Bonnes,54,86,3
86032,Bonneuil-Matours,54,86,3
86034,Bouresse,54,86,3
86035,Bourg-Archambault,54,86,3
86036,Bournand,54,86,3
86037,Brigueil-le-Chantre,54,86,3
86038,Brion,54,86,3
86039,Brux,54,86,3
86040,La Bussière,54,86,3
86041,Buxerolles,54,86,2
86042,Buxeuil,54,86,3
86043,Ceaux-en-Couhé,54,86,3
86044,Ceaux-en-Loudun,54,86,3
86045,Celle-Lévescault,54,86,3
86046,Cenon-sur-Vienne,54,86,3
86047,Cernay,54,86,3
86048,Chabournay,54,86,3
86049,Chalais,54,86,3
86050,Chalandray,54,86,3
86051,Champagné-le-Sec,54,86,3
86052,Champagné-Saint-Hilaire,54,86,3
86053,Champigny-le-Sec,54,86,3
86054,Champniers,54,86,3
86055,La Chapelle-Bâton,54,86,3
86056,La Chapelle-Montreuil,54,86,3
86058,La Chapelle-Moulière,54,86,3
86059,Chapelle-Viviers,54,86,3
86060,Charrais,54,86,3
86061,Charroux,54,86,3
86062,Chasseneuil-du-Poitou,54,86,2
86063,Chatain,54,86,3
86064,Château-Garnier,54,86,3
86065,Château-Larcher,54,86,3
86066,Châtellerault,54,86,3
86067,Châtillon,54,86,3
86068,Chaunay,54,86,3
86069,La Chaussée,54,86,3
86070,Chauvigny,54,86,3
86071,Cheneché,54,86,3
86072,Chenevelles,54,86,3
86073,Cherves,54,86,3
86074,Chiré-en-Montreuil,54,86,3
86075,Chouppes,54,86,3
86076,Cissé,54,86,3
86077,Civaux,54,86,3
86078,Civray,54,86,3
86079,La Roche-Rigault,54,86,3
86080,Cloué,54,86,3
86081,Colombiers,54,86,3
86082,Couhé,54,86,3
86083,Coulombiers,54,86,3
86084,Coulonges,54,86,3
86085,Coussay,54,86,3
86086,Coussay-les-Bois,54,86,3
86087,Craon,54,86,3
86088,Croutelle,54,86,3
86089,Cuhon,54,86,3
86090,Curçay-sur-Dive,54,86,3
86091,Curzay-sur-Vonne,54,86,3
86092,Dangé-Saint-Romain,54,86,3
86093,Dercé,54,86,3
86094,Dienné,54,86,3
86095,Dissay,54,86,3
86096,Doussay,54,86,3
86097,La Ferrière-Airoux,54,86,3
86098,Fleix,54,86,3
86099,Fleuré,54,86,3
86100,Fontaine-le-Comte,54,86,3
86102,Frozes,54,86,3
86103,Gençay,54,86,3
86104,Genouillé,54,86,3
86105,Gizay,54,86,3
86106,Glénouze,54,86,3
86107,Gouex,54,86,3
86108,La Grimaudière,54,86,3
86109,Guesnes,54,86,3
86110,Haims,54,86,3
86111,Ingrandes,54,86,3
86112,L'Isle-Jourdain,54,86,3
86113,Iteuil,54,86,3
86114,Jardres,54,86,3
86115,Jaunay-Clan,54,86,2
86116,Jazeneuil,54,86,3
86117,Jouhet,54,86,3
86118,Journet,54,86,3
86119,Joussé,54,86,3
86120,Lathus-Saint-Rémy,54,86,3
86121,Latillé,54,86,3
86122,Lauthiers,54,86,3
86123,Lavausseau,54,86,3
86124,Lavoux,54,86,3
86125,Leigné-les-Bois,54,86,3
86126,Leignes-sur-Fontaine,54,86,3
86127,Leigné-sur-Usseau,54,86,3
86128,Lencloître,54,86,3
86129,Lésigny,54,86,3
86130,Leugny,54,86,3
86131,Lhommaizé,54,86,3
86132,Liglet,54,86,3
86133,Ligugé,54,86,3
86134,Linazay,54,86,3
86135,Liniers,54,86,3
86136,Lizant,54,86,3
86137,Loudun,54,86,3
86138,Luchapt,54,86,3
86139,Lusignan,54,86,3
86140,Lussac-les-Châteaux,54,86,3
86141,Magné,54,86,3
86142,Maillé,54,86,3
86143,Mairé,54,86,3
86144,Maisonneuve,54,86,3
86145,Marçay,54,86,3
86146,Marigny-Brizay,54,86,3
86147,Marigny-Chemereau,54,86,3
86148,Marnay,54,86,3
86149,Martaizé,54,86,3
86150,Massognes,54,86,3
86151,Maulay,54,86,3
86152,Mauprévoir,54,86,3
86153,Mazerolles,54,86,3
86154,Mazeuil,54,86,3
86156,Messemé,54,86,3
86157,Mignaloux-Beauvoir,54,86,2
86158,Migné-Auxances,54,86,2
86159,Millac,54,86,3
86160,Mirebeau,54,86,3
86161,Moncontour,54,86,3
86162,Mondion,54,86,3
86163,Montamisé,54,86,3
86164,Monthoiron,54,86,3
86165,Montmorillon,54,86,3
86166,Montreuil-Bonnin,54,86,3
86167,Monts-sur-Guesnes,54,86,3
86169,Morton,54,86,3
86170,Moulismes,54,86,3
86171,Moussac,54,86,3
86172,Mouterre-sur-Blourde,54,86,3
86173,Mouterre-Silly,54,86,3
86174,Naintré,54,86,3
86175,Nalliers,54,86,3
86176,Nérignac,54,86,3
86177,Neuville-de-Poitou,54,86,3
86178,Nieuil-l'Espoir,54,86,3
86180,Nouaillé-Maupertuis,54,86,3
86181,Nueil-sous-Faye,54,86,3
86182,Orches,54,86,3
86183,Les Ormes,54,86,3
86184,Ouzilly,54,86,3
86186,Oyré,54,86,3
86187,Paizay-le-Sec,54,86,3
86188,Payré,54,86,3
86189,Payroux,54,86,3
86190,Persac,54,86,3
86191,Pindray,54,86,3
86192,Plaisance,54,86,3
86193,Pleumartin,54,86,3
86194,Poitiers,54,86,2
86195,Port-de-Piles,54,86,3
86196,Pouançay,54,86,3
86197,Pouant,54,86,3
86198,Pouillé,54,86,3
86200,Pressac,54,86,3
86201,Prinçay,54,86,3
86202,La Puye,54,86,3
86203,Queaux,54,86,3
86204,Quinçay,54,86,3
86205,Ranton,54,86,3
86206,Raslay,54,86,3
86207,La Roche-Posay,54,86,3
86208,Le Rochereau,54,86,3
86209,Roches-Prémarie-Andillé,54,86,3
86210,Roiffé,54,86,3
86211,Romagne,54,86,3
86213,Rouillé,54,86,3
86214,Saint-Benoît,54,86,2
86217,Saint-Christophe,54,86,3
86218,Saint-Clair,54,86,3
86219,Saint-Cyr,54,86,3
86220,Saint-Gaudent,54,86,3
86221,Saint-Genest-d'Ambière,54,86,3
86222,Saint-Georges-lès-Baillargeaux,54,86,3
86223,Saint-Germain,54,86,3
86224,Saint-Gervais-les-Trois-Clochers,54,86,3
86225,Saint-Jean-de-Sauves,54,86,3
86226,Saint-Julien-l'Ars,54,86,3
86227,Saint-Laon,54,86,3
86228,Saint-Laurent-de-Jourdes,54,86,3
86229,Saint-Léger-de-Montbrillais,54,86,3
86230,Saint-Léomer,54,86,3
86231,Saint-Macoux,54,86,3
86233,Valdivienne,54,86,3
86234,Saint-Martin-l'Ars,54,86,3
86235,Saint-Maurice-la-Clouère,54,86,3
86236,Saint-Pierre-de-Maillé,54,86,3
86237,Saint-Pierre-d'Exideuil,54,86,3
86239,Sainte-Radégonde,54,86,3
86241,Saint-Rémy-sur-Creuse,54,86,3
86242,Saint-Romain,54,86,3
86244,Saint-Sauvant,54,86,3
86245,Saint-Sauveur,54,86,3
86246,Saint-Savin,54,86,3
86247,Saint-Saviol,54,86,3
86248,Saint-Secondin,54,86,3
86249,Saires,54,86,3
86250,Saix,54,86,3
86252,Sammarçolles,54,86,3
86253,Sanxay,54,86,3
86254,Saulgé,54,86,3
86255,Savigné,54,86,3
86256,Savigny-Lévescault,54,86,3
86257,Savigny-sous-Faye,54,86,3
86258,Scorbé-Clairvaux,54,86,3
86259,Senillé,54,86,3
86260,Sérigny,54,86,3
86261,Sèvres-Anxaumont,54,86,3
86262,Sillars,54,86,3
86263,Smarves,54,86,3
86264,Sommières-du-Clain,54,86,3
86265,Sossais,54,86,3
86266,Surin,54,86,3
86268,Tercé,54,86,3
86269,Ternay,54,86,3
86270,Thollet,54,86,3
86271,Thurageau,54,86,3
86272,Thuré,54,86,3
86273,La Trimouille,54,86,3
86274,Les Trois-Moutiers,54,86,3
86275,Usseau,54,86,3
86276,Usson-du-Poitou,54,86,3
86277,Varennes,54,86,3
86278,Vaux,54,86,3
86279,Vaux-sur-Vienne,54,86,3
86280,Vellèches,54,86,3
86281,Vendeuvre-du-Poitou,54,86,3
86284,Vernon,54,86,3
86285,Verrières,54,86,3
86286,Verrue,54,86,3
86287,Vézières,54,86,3
86288,Vicq-sur-Gartempe,54,86,3
86289,Le Vigeant,54,86,3
86290,La Villedieu-du-Clain,54,86,3
86291,Villemort,54,86,3
86292,Villiers,54,86,3
86293,Vivonne,54,86,3
86294,Vouillé,54,86,3
86295,Voulême,54,86,3
86296,Voulon,54,86,3
86297,Vouneuil-sous-Biard,54,86,3
86298,Vouneuil-sur-Vienne,54,86,3
86299,Vouzailles,54,86,3
86300,Yversay,54,86,3
87001,Aixe-sur-Vienne,74,87,3
87002,Ambazac,74,87,3
87003,Arnac-la-Poste,74,87,3
87004,Augne,74,87,3
87005,Aureil,74,87,3
87006,Azat-le-Ris,74,87,3
87007,Balledent,74,87,3
87008,La Bazeuge,74,87,3
87009,Beaumont-du-Lac,74,87,3
87011,Bellac,74,87,3
87012,Berneuil,74,87,3
87013,Bersac-sur-Rivalier,74,87,3
87014,Bessines-sur-Gartempe,74,87,3
87015,Beynac,74,87,3
87016,Les Billanges,74,87,3
87017,Blanzac,74,87,3
87018,Blond,74,87,3
87019,Boisseuil,74,87,3
87020,Bonnac-la-Côte,74,87,3
87021,Bosmie-l'Aiguille,74,87,3
87022,Breuilaufa,74,87,3
87023,Le Buis,74,87,3
87024,Bujaleuf,74,87,3
87025,Burgnac,74,87,3
87026,Bussière-Boffy,74,87,3
87027,Bussière-Galant,74,87,3
87028,Bussière-Poitevine,74,87,3
87029,Les Cars,74,87,3
87030,Chaillac-sur-Vienne,74,87,3
87031,Le Chalard,74,87,3
87032,Châlus,74,87,3
87033,Chamboret,74,87,3
87034,Champagnac-la-Rivière,74,87,3
87035,Champnétery,74,87,3
87036,Champsac,74,87,3
87037,La Chapelle-Montbrandeix,74,87,3
87038,Chaptelat,74,87,3
87039,Château-Chervix,74,87,3
87040,Châteauneuf-la-Forêt,74,87,3
87041,Châteauponsac,74,87,3
87042,Le Châtenet-en-Dognon,74,87,3
87043,Cheissoux,74,87,3
87044,Chéronnac,74,87,3
87045,Cieux,74,87,3
87046,Cognac-la-Forêt,74,87,3
87047,Compreignac,74,87,3
87048,Condat-sur-Vienne,74,87,2
87049,Coussac-Bonneval,74,87,3
87050,Couzeix,74,87,2
87051,La Croisille-sur-Briance,74,87,3
87052,La Croix-sur-Gartempe,74,87,3
87053,Cromac,74,87,3
87054,Cussac,74,87,3
87055,Darnac,74,87,3
87056,Dinsac,74,87,3
87057,Dompierre-les-Églises,74,87,3
87058,Domps,74,87,3
87059,Le Dorat,74,87,3
87060,Dournazac,74,87,3
87061,Droux,74,87,3
87062,Eybouleuf,74,87,3
87063,Eyjeaux,74,87,3
87064,Eymoutiers,74,87,3
87065,Feytiat,74,87,2
87066,Flavignac,74,87,3
87067,Folles,74,87,3
87068,Fromental,74,87,3
87069,Gajoubert,74,87,3
87070,La Geneytouse,74,87,3
87071,Glandon,74,87,3
87072,Glanges,74,87,3
87073,Gorre,74,87,3
87074,Les Grands-Chézeaux,74,87,3
87075,Isle,74,87,2
87076,Jabreilles-les-Bordes,74,87,3
87077,Janailhac,74,87,3
87078,Javerdat,74,87,3
87079,La Jonchère-Saint-Maurice,74,87,3
87080,Jouac,74,87,3
87081,Jourgnac,74,87,3
87082,Ladignac-le-Long,74,87,3
87083,Laurière,74,87,3
87084,Lavignac,74,87,3
87085,Limoges,74,87,2
87086,Linards,74,87,3
87087,Lussac-les-Églises,74,87,3
87088,Magnac-Bourg,74,87,3
87089,Magnac-Laval,74,87,3
87090,Mailhac-sur-Benaize,74,87,3
87091,Maisonnais-sur-Tardoire,74,87,3
87092,Marval,74,87,3
87093,Masléon,74,87,3
87094,Meilhac,74,87,3
87095,Meuzac,74,87,3
87096,La Meyze,74,87,3
87097,Mézières-sur-Issoire,74,87,3
87099,Moissannes,74,87,3
87100,Montrol-Sénard,74,87,3
87101,Mortemart,74,87,3
87103,Nantiat,74,87,3
87104,Nedde,74,87,3
87105,Neuvic-Entier,74,87,3
87106,Nexon,74,87,3
87107,Nieul,74,87,3
87108,Nouic,74,87,3
87109,Oradour-Saint-Genest,74,87,3
87110,Oradour-sur-Glane,74,87,3
87111,Oradour-sur-Vayres,74,87,3
87112,Pageas,74,87,3
87113,Le Palais-sur-Vienne,74,87,2
87114,Panazol,74,87,2
87115,Pensol,74,87,3
87116,Peyrat-de-Bellac,74,87,3
87117,Peyrat-le-Château,74,87,3
87118,Peyrilhac,74,87,3
87119,Pierre-Buffière,74,87,3
87120,La Porcherie,74,87,3
87121,Rancon,74,87,3
87122,Razès,74,87,3
87123,Rempnat,74,87,3
87124,Rilhac-Lastours,74,87,3
87125,Rilhac-Rancon,74,87,3
87126,Rochechouart,74,87,3
87127,La Roche-l'Abeille,74,87,3
87128,Roussac,74,87,3
87129,Royères,74,87,3
87130,Roziers-Saint-Georges,74,87,3
87131,Saillat-sur-Vienne,74,87,3
87132,Saint-Amand-le-Petit,74,87,3
87133,Saint-Amand-Magnazeix,74,87,3
87134,Sainte-Anne-Saint-Priest,74,87,3
87135,Saint-Auvent,74,87,3
87136,Saint-Barbant,74,87,3
87137,Saint-Bazile,74,87,3
87138,Saint-Bonnet-Briance,74,87,3
87139,Saint-Bonnet-de-Bellac,74,87,3
87140,Saint-Brice-sur-Vienne,74,87,3
87141,Saint-Cyr,74,87,3
87142,Saint-Denis-des-Murs,74,87,3
87143,Saint-Gence,74,87,3
87144,Saint-Genest-sur-Roselle,74,87,3
87145,Saint-Georges-les-Landes,74,87,3
87146,Saint-Germain-les-Belles,74,87,3
87147,Saint-Gilles-les-Forêts,74,87,3
87148,Saint-Hilaire-Bonneval,74,87,3
87149,Saint-Hilaire-la-Treille,74,87,3
87150,Saint-Hilaire-les-Places,74,87,3
87151,Saint-Jean-Ligoure,74,87,3
87152,Saint-Jouvent,74,87,3
87153,Saint-Julien-le-Petit,74,87,3
87154,Saint-Junien,74,87,3
87155,Saint-Junien-les-Combes,74,87,3
87156,Saint-Just-le-Martel,74,87,3
87157,Saint-Laurent-les-Églises,74,87,3
87158,Saint-Laurent-sur-Gorre,74,87,3
87159,Saint-Léger-la-Montagne,74,87,3
87160,Saint-Léger-Magnazeix,74,87,3
87161,Saint-Léonard-de-Noblat,74,87,3
87162,Sainte-Marie-de-Vaux,74,87,3
87163,Saint-Martial-sur-Isop,74,87,3
87164,Saint-Martin-de-Jussac,74,87,3
87165,Saint-Martin-le-Mault,74,87,3
87166,Saint-Martin-le-Vieux,74,87,3
87167,Saint-Martin-Terressus,74,87,3
87168,Saint-Mathieu,74,87,3
87169,Saint-Maurice-les-Brousses,74,87,3
87170,Saint-Méard,74,87,3
87172,Saint-Ouen-sur-Gartempe,74,87,3
87173,Saint-Pardoux,74,87,3
87174,Saint-Paul,74,87,3
87176,Saint-Priest-Ligoure,74,87,3
87177,Saint-Priest-sous-Aixe,74,87,3
87178,Saint-Priest-Taurion,74,87,3
87179,Saint-Sornin-la-Marche,74,87,3
87180,Saint-Sornin-Leulac,74,87,3
87181,Saint-Sulpice-Laurière,74,87,3
87182,Saint-Sulpice-les-Feuilles,74,87,3
87183,Saint-Sylvestre,74,87,3
87184,Saint-Symphorien-sur-Couze,74,87,3
87185,Saint-Victurnien,74,87,3
87186,Saint-Vitte-sur-Briance,74,87,3
87187,Saint-Yrieix-la-Perche,74,87,3
87188,Saint-Yrieix-sous-Aixe,74,87,3
87189,Les Salles-Lavauguyon,74,87,3
87190,Sauviat-sur-Vige,74,87,3
87191,Séreilhac,74,87,3
87192,Solignac,74,87,3
87193,Surdoux,74,87,3
87194,Sussac,74,87,3
87195,Tersannes,74,87,3
87196,Thiat,74,87,3
87197,Thouron,74,87,3
87198,Vaulry,74,87,3
87199,Vayres,74,87,3
87200,Verneuil-Moustiers,74,87,3
87201,Verneuil-sur-Vienne,74,87,3
87202,Veyrac,74,87,3
87203,Vicq-sur-Breuilh,74,87,3
87204,Videix,74,87,3
87205,Le Vigen,74,87,3
87206,Villefavard,74,87,3
88001,Les Ableuvenettes,41,88,3
88002,Ahéville,41,88,3
88003,Aingeville,41,88,3
88004,Ainvelle,41,88,3
88005,Allarmont,41,88,3
88006,Ambacourt,41,88,3
88007,Ameuvelle,41,88,3
88008,Anglemont,41,88,3
88009,Anould,41,88,3
88010,Aouze,41,88,3
88011,Arches,41,88,3
88012,Archettes,41,88,3
88013,Aroffe,41,88,3
88014,Arrentès-de-Corcieux,41,88,3
88015,Attignéville,41,88,3
88016,Attigny,41,88,3
88017,Aulnois,41,88,3
88018,Aumontzey,41,88,3
88019,Autigny-la-Tour,41,88,3
88020,Autreville,41,88,3
88021,Autrey,41,88,3
88022,Auzainvilliers,41,88,3
88023,Avillers,41,88,3
88024,Avrainville,41,88,3
88025,Avranville,41,88,3
88026,Aydoilles,41,88,3
88027,Badménil-aux-Bois,41,88,3
88028,La Baffe,41,88,3
88029,Bains-les-Bains,41,88,3
88030,Bainville-aux-Saules,41,88,3
88031,Balléville,41,88,3
88032,Ban-de-Laveline,41,88,3
88033,Ban-de-Sapt,41,88,3
88035,Barbey-Seroux,41,88,3
88036,Barville,41,88,3
88037,Basse-sur-le-Rupt,41,88,3
88038,Battexey,41,88,3
88039,Baudricourt,41,88,3
88040,Bayecourt,41,88,3
88041,Bazegney,41,88,3
88042,Bazien,41,88,3
88043,Bazoilles-et-Ménil,41,88,3
88044,Bazoilles-sur-Meuse,41,88,3
88045,Beaufremont,41,88,3
88046,Beauménil,41,88,3
88047,Begnécourt,41,88,3
88048,Bellefontaine,41,88,3
88049,Belmont-lès-Darney,41,88,3
88050,Belmont-sur-Buttant,41,88,3
88051,Belmont-sur-Vair,41,88,3
88052,Belrupt,41,88,3
88053,Belval,41,88,3
88054,Bertrimoutier,41,88,3
88055,Bettegney-Saint-Brice,41,88,3
88056,Bettoncourt,41,88,3
88057,Le Beulay,41,88,3
88058,Biécourt,41,88,3
88059,Biffontaine,41,88,3
88060,Blémerey,41,88,3
88061,Bleurville,41,88,3
88062,Blevaincourt,41,88,3
88063,Bocquegney,41,88,3
88064,Bois-de-Champ,41,88,3
88065,Bonvillet,41,88,3
88066,Boulaincourt,41,88,3
88068,La Bourgonce,41,88,3
88069,Bouxières-aux-Bois,41,88,3
88070,Bouxurulles,41,88,3
88071,Bouzemont,41,88,3
88073,Brantigny,41,88,3
88074,Brechainville,41,88,3
88075,La Bresse,41,88,3
88076,Brouvelieures,41,88,3
88077,Brû,41,88,3
88078,Bruyères,41,88,3
88079,Bulgnéville,41,88,3
88080,Bult,41,88,3
88081,Bussang,41,88,3
88082,Celles-sur-Plaine,41,88,3
88083,Certilleux,41,88,3
88084,Chamagne,41,88,3
88085,Champdray,41,88,3
88086,Champ-le-Duc,41,88,3
88087,Chantraine,41,88,3
88088,La Chapelle-aux-Bois,41,88,3
88089,La Chapelle-devant-Bruyères,41,88,3
88090,Charmes,41,88,3
88091,Charmois-devant-Bruyères,41,88,3
88092,Charmois-l'Orgueilleux,41,88,3
88093,Châtas,41,88,3
88094,Châtel-sur-Moselle,41,88,3
88095,Châtenois,41,88,3
88096,Châtillon-sur-Saône,41,88,3
88097,Chauffecourt,41,88,3
88098,Chaumousey,41,88,3
88099,Chavelot,41,88,3
88100,Chef-Haut,41,88,3
88101,Cheniménil,41,88,3
88102,Chermisey,41,88,3
88103,Circourt,41,88,3
88104,Circourt-sur-Mouzon,41,88,3
88105,Claudon,41,88,3
88106,Ban-sur-Meurthe-Clefcy,41,88,3
88107,Clérey-la-Côte,41,88,3
88108,Le Clerjus,41,88,3
88109,Cleurie,41,88,3
88110,Clézentaine,41,88,3
88111,Coinches,41,88,3
88112,Colroy-la-Grande,41,88,3
88113,Combrimont,41,88,3
88114,Contrexéville,41,88,3
88115,Corcieux,41,88,3
88116,Cornimont,41,88,3
88117,Courcelles-sous-Châtenois,41,88,3
88118,Coussey,41,88,3
88119,Crainvilliers,41,88,3
88120,La Croix-aux-Mines,41,88,3
88121,Damas-aux-Bois,41,88,3
88122,Damas-et-Bettegney,41,88,3
88123,Damblain,41,88,3
88124,Darney,41,88,3
88125,Darney-aux-Chênes,41,88,3
88126,Darnieulles,41,88,3
88127,Deinvillers,41,88,3
88128,Denipaire,41,88,3
88129,Derbamont,41,88,3
88130,Destord,41,88,3
88131,Deycimont,41,88,3
88132,Deyvillers,41,88,3
88133,Dignonville,41,88,3
88134,Dinozé,41,88,3
88135,Docelles,41,88,3
88136,Dogneville,41,88,3
88137,Dolaincourt,41,88,3
88138,Dombasle-devant-Darney,41,88,3
88139,Dombasle-en-Xaintois,41,88,3
88140,Dombrot-le-Sec,41,88,3
88141,Dombrot-sur-Vair,41,88,3
88142,Domèvre-sur-Avière,41,88,3
88143,Domèvre-sur-Durbion,41,88,3
88144,Domèvre-sous-Montfort,41,88,3
88145,Domfaing,41,88,3
88146,Domjulien,41,88,3
88147,Dommartin-aux-Bois,41,88,3
88148,Dommartin-lès-Remiremont,41,88,3
88149,Dommartin-lès-Vallois,41,88,3
88150,Dommartin-sur-Vraine,41,88,3
88151,Dompaire,41,88,3
88152,Dompierre,41,88,3
88153,Domptail,41,88,3
88154,Domrémy-la-Pucelle,41,88,3
88155,Domvallier,41,88,3
88156,Doncières,41,88,3
88157,Dounoux,41,88,3
88158,Éloyes,41,88,3
88159,Entre-deux-Eaux,41,88,3
88160,Épinal,41,88,3
88161,Escles,41,88,3
88162,Esley,41,88,3
88163,Essegney,41,88,3
88164,Estrennes,41,88,3
88165,Étival-Clairefontaine,41,88,3
88166,Évaux-et-Ménil,41,88,3
88167,Faucompierre,41,88,3
88168,Fauconcourt,41,88,3
88169,Fays,41,88,3
88170,Ferdrupt,41,88,3
88171,Fignévelle,41,88,3
88172,Fiménil,41,88,3
88173,Florémont,41,88,3
88174,Fomerey,41,88,3
88175,Fontenay,41,88,3
88176,Fontenoy-le-Château,41,88,3
88177,La Forge,41,88,3
88178,Les Forges,41,88,3
